"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/01/2021 17:00:00 - 02/01/2021 18:00:00","BZN|DK1","Without Sequence","62.00","",""
"02/01/2021 18:00:00 - 02/01/2021 19:00:00","BZN|DK1","Without Sequence","63.08","",""
"02/01/2021 19:00:00 - 02/01/2021 20:00:00","BZN|DK1","Without Sequence","62.17","",""
"02/01/2021 20:00:00 - 02/01/2021 21:00:00","BZN|DK1","Without Sequence","60.03","",""
"02/01/2021 21:00:00 - 02/01/2021 22:00:00","BZN|DK1","Without Sequence","55.03","",""
"02/01/2021 22:00:00 - 02/01/2021 23:00:00","BZN|DK1","Without Sequence","52.25","",""
"02/01/2021 23:00:00 - 03/01/2021 00:00:00","BZN|DK1","Without Sequence","48.45","",""
"03/01/2021 00:00:00 - 03/01/2021 01:00:00","BZN|DK1","Without Sequence","46.11","",""
"03/01/2021 01:00:00 - 03/01/2021 02:00:00","BZN|DK1","Without Sequence","41.59","",""
"03/01/2021 02:00:00 - 03/01/2021 03:00:00","BZN|DK1","Without Sequence","37.21","",""
"03/01/2021 03:00:00 - 03/01/2021 04:00:00","BZN|DK1","Without Sequence","35.18","",""
"03/01/2021 04:00:00 - 03/01/2021 05:00:00","BZN|DK1","Without Sequence","24.65","",""
"03/01/2021 05:00:00 - 03/01/2021 06:00:00","BZN|DK1","Without Sequence","23.85","",""
"03/01/2021 06:00:00 - 03/01/2021 07:00:00","BZN|DK1","Without Sequence","24.05","",""
"03/01/2021 07:00:00 - 03/01/2021 08:00:00","BZN|DK1","Without Sequence","24.80","",""
"03/01/2021 08:00:00 - 03/01/2021 09:00:00","BZN|DK1","Without Sequence","24.97","",""
"03/01/2021 09:00:00 - 03/01/2021 10:00:00","BZN|DK1","Without Sequence","25.65","",""
"03/01/2021 10:00:00 - 03/01/2021 11:00:00","BZN|DK1","Without Sequence","26.00","",""
"03/01/2021 11:00:00 - 03/01/2021 12:00:00","BZN|DK1","Without Sequence","26.07","",""
"03/01/2021 12:00:00 - 03/01/2021 13:00:00","BZN|DK1","Without Sequence","25.87","",""
"03/01/2021 13:00:00 - 03/01/2021 14:00:00","BZN|DK1","Without Sequence","25.83","",""
"03/01/2021 14:00:00 - 03/01/2021 15:00:00","BZN|DK1","Without Sequence","26.02","",""
"03/01/2021 15:00:00 - 03/01/2021 16:00:00","BZN|DK1","Without Sequence","26.50","",""
"03/01/2021 16:00:00 - 03/01/2021 17:00:00","BZN|DK1","Without Sequence","28.05","",""
"03/01/2021 17:00:00 - 03/01/2021 18:00:00","BZN|DK1","Without Sequence","28.53","",""
"03/01/2021 18:00:00 - 03/01/2021 19:00:00","BZN|DK1","Without Sequence","28.17","",""
"03/01/2021 19:00:00 - 03/01/2021 20:00:00","BZN|DK1","Without Sequence","27.92","",""
"03/01/2021 20:00:00 - 03/01/2021 21:00:00","BZN|DK1","Without Sequence","27.56","",""
"03/01/2021 21:00:00 - 03/01/2021 22:00:00","BZN|DK1","Without Sequence","27.04","",""
"03/01/2021 22:00:00 - 03/01/2021 23:00:00","BZN|DK1","Without Sequence","26.18","",""
"03/01/2021 23:00:00 - 04/01/2021 00:00:00","BZN|DK1","Without Sequence","24.92","",""
"04/01/2021 00:00:00 - 04/01/2021 01:00:00","BZN|DK1","Without Sequence","24.66","",""
"04/01/2021 01:00:00 - 04/01/2021 02:00:00","BZN|DK1","Without Sequence","24.05","",""
"04/01/2021 02:00:00 - 04/01/2021 03:00:00","BZN|DK1","Without Sequence","23.88","",""
"04/01/2021 03:00:00 - 04/01/2021 04:00:00","BZN|DK1","Without Sequence","24.03","",""
"04/01/2021 04:00:00 - 04/01/2021 05:00:00","BZN|DK1","Without Sequence","24.58","",""
"04/01/2021 05:00:00 - 04/01/2021 06:00:00","BZN|DK1","Without Sequence","25.84","",""
"04/01/2021 06:00:00 - 04/01/2021 07:00:00","BZN|DK1","Without Sequence","28.21","",""
"04/01/2021 07:00:00 - 04/01/2021 08:00:00","BZN|DK1","Without Sequence","30.85","",""
"04/01/2021 08:00:00 - 04/01/2021 09:00:00","BZN|DK1","Without Sequence","49.20","",""
"04/01/2021 09:00:00 - 04/01/2021 10:00:00","BZN|DK1","Without Sequence","50.02","",""
"04/01/2021 10:00:00 - 04/01/2021 11:00:00","BZN|DK1","Without Sequence","55.40","",""
"04/01/2021 11:00:00 - 04/01/2021 12:00:00","BZN|DK1","Without Sequence","56.53","",""
"04/01/2021 12:00:00 - 04/01/2021 13:00:00","BZN|DK1","Without Sequence","52.07","",""
"04/01/2021 13:00:00 - 04/01/2021 14:00:00","BZN|DK1","Without Sequence","56.53","",""
"04/01/2021 14:00:00 - 04/01/2021 15:00:00","BZN|DK1","Without Sequence","57.99","",""
"04/01/2021 15:00:00 - 04/01/2021 16:00:00","BZN|DK1","Without Sequence","58.03","",""
"04/01/2021 16:00:00 - 04/01/2021 17:00:00","BZN|DK1","Without Sequence","60.50","",""
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|DK1","Without Sequence","65.22","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|DK1","Without Sequence","60.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|DK1","Without Sequence","53.73","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|DK1","Without Sequence","37.68","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|DK1","Without Sequence","34.82","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|DK1","Without Sequence","30.95","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|DK1","Without Sequence","27.35","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|DK1","Without Sequence","27.81","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|DK1","Without Sequence","27.45","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|DK1","Without Sequence","27.08","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|DK1","Without Sequence","27.14","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|DK1","Without Sequence","27.79","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|DK1","Without Sequence","29.81","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|DK1","Without Sequence","35.78","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|DK1","Without Sequence","53.64","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|DK1","Without Sequence","60.00","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|DK1","Without Sequence","60.12","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|DK1","Without Sequence","61.18","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|DK1","Without Sequence","62.46","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|DK1","Without Sequence","61.48","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|DK1","Without Sequence","62.29","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|DK1","Without Sequence","61.89","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|DK1","Without Sequence","62.51","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|DK1","Without Sequence","64.26","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|DK1","Without Sequence","65.60","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|DK1","Without Sequence","60.13","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|DK1","Without Sequence","54.66","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|DK1","Without Sequence","40.78","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|DK1","Without Sequence","39.60","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|DK1","Without Sequence","32.06","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|DK1","Without Sequence","29.21","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|DK1","Without Sequence","29.83","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|DK1","Without Sequence","28.72","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|DK1","Without Sequence","28.11","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|DK1","Without Sequence","27.98","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|DK1","Without Sequence","28.16","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|DK1","Without Sequence","29.00","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|DK1","Without Sequence","30.72","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|DK1","Without Sequence","35.54","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|DK1","Without Sequence","39.18","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|DK1","Without Sequence","41.88","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|DK1","Without Sequence","46.07","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|DK1","Without Sequence","45.27","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|DK1","Without Sequence","46.21","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|DK1","Without Sequence","47.35","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|DK1","Without Sequence","51.31","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|DK1","Without Sequence","54.90","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|DK1","Without Sequence","58.40","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|DK1","Without Sequence","59.93","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|DK1","Without Sequence","55.67","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|DK1","Without Sequence","50.25","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|DK1","Without Sequence","39.84","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|DK1","Without Sequence","39.93","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|DK1","Without Sequence","38.70","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|DK1","Without Sequence","32.50","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|DK1","Without Sequence","43.08","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|DK1","Without Sequence","40.90","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|DK1","Without Sequence","39.19","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|DK1","Without Sequence","39.78","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|DK1","Without Sequence","41.28","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|DK1","Without Sequence","45.54","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|DK1","Without Sequence","55.97","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|DK1","Without Sequence","67.80","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|DK1","Without Sequence","84.43","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|DK1","Without Sequence","83.86","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|DK1","Without Sequence","82.44","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|DK1","Without Sequence","85.99","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|DK1","Without Sequence","84.71","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|DK1","Without Sequence","82.29","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|DK1","Without Sequence","78.62","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|DK1","Without Sequence","81.57","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|DK1","Without Sequence","89.68","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|DK1","Without Sequence","99.91","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|DK1","Without Sequence","84.62","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|DK1","Without Sequence","77.79","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|DK1","Without Sequence","65.20","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|DK1","Without Sequence","59.33","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|DK1","Without Sequence","58.26","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|DK1","Without Sequence","52.25","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|DK1","Without Sequence","49.31","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|DK1","Without Sequence","47.38","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|DK1","Without Sequence","45.78","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|DK1","Without Sequence","44.51","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|DK1","Without Sequence","45.69","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|DK1","Without Sequence","50.33","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|DK1","Without Sequence","59.71","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|DK1","Without Sequence","79.56","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|DK1","Without Sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|DK1","Without Sequence","107.80","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|DK1","Without Sequence","107.32","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|DK1","Without Sequence","104.26","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|DK1","Without Sequence","99.91","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|DK1","Without Sequence","95.27","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|DK1","Without Sequence","92.72","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|DK1","Without Sequence","95.42","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|DK1","Without Sequence","95.00","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|DK1","Without Sequence","110.00","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|DK1","Without Sequence","99.95","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|DK1","Without Sequence","80.12","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|DK1","Without Sequence","64.24","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|DK1","Without Sequence","59.43","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|DK1","Without Sequence","56.22","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|DK1","Without Sequence","51.75","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|DK1","Without Sequence","50.67","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|DK1","Without Sequence","48.60","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|DK1","Without Sequence","48.02","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|DK1","Without Sequence","49.25","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|DK1","Without Sequence","49.63","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|DK1","Without Sequence","47.77","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|DK1","Without Sequence","49.57","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|DK1","Without Sequence","53.82","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|DK1","Without Sequence","59.80","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|DK1","Without Sequence","66.92","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|DK1","Without Sequence","67.71","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|DK1","Without Sequence","68.00","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|DK1","Without Sequence","67.01","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|DK1","Without Sequence","62.53","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|DK1","Without Sequence","60.00","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|DK1","Without Sequence","60.00","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|DK1","Without Sequence","62.78","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|DK1","Without Sequence","69.92","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|DK1","Without Sequence","71.99","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|DK1","Without Sequence","68.95","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|DK1","Without Sequence","62.66","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|DK1","Without Sequence","53.85","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|DK1","Without Sequence","54.13","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|DK1","Without Sequence","44.93","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|DK1","Without Sequence","38.84","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|DK1","Without Sequence","35.97","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|DK1","Without Sequence","34.35","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|DK1","Without Sequence","33.87","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|DK1","Without Sequence","33.84","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|DK1","Without Sequence","34.21","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|DK1","Without Sequence","34.03","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|DK1","Without Sequence","37.61","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|DK1","Without Sequence","39.09","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|DK1","Without Sequence","40.76","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|DK1","Without Sequence","44.16","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|DK1","Without Sequence","46.24","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|DK1","Without Sequence","44.76","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|DK1","Without Sequence","44.34","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|DK1","Without Sequence","45.45","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|DK1","Without Sequence","48.03","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|DK1","Without Sequence","55.87","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|DK1","Without Sequence","62.09","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|DK1","Without Sequence","63.41","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|DK1","Without Sequence","55.24","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|DK1","Without Sequence","48.05","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|DK1","Without Sequence","44.49","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|DK1","Without Sequence","40.07","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|DK1","Without Sequence","35.88","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|DK1","Without Sequence","44.90","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|DK1","Without Sequence","39.59","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|DK1","Without Sequence","37.78","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|DK1","Without Sequence","35.43","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|DK1","Without Sequence","37.29","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|DK1","Without Sequence","41.41","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|DK1","Without Sequence","42.78","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|DK1","Without Sequence","50.34","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|DK1","Without Sequence","57.25","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|DK1","Without Sequence","49.62","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|DK1","Without Sequence","47.57","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|DK1","Without Sequence","44.64","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|DK1","Without Sequence","43.33","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|DK1","Without Sequence","42.61","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|DK1","Without Sequence","42.05","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|DK1","Without Sequence","42.31","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|DK1","Without Sequence","43.28","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|DK1","Without Sequence","44.98","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|DK1","Without Sequence","42.93","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|DK1","Without Sequence","39.71","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|DK1","Without Sequence","37.11","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|DK1","Without Sequence","34.24","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|DK1","Without Sequence","34.01","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|DK1","Without Sequence","27.39","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|DK1","Without Sequence","18.96","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|DK1","Without Sequence","15.82","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|DK1","Without Sequence","19.00","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|DK1","Without Sequence","24.14","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|DK1","Without Sequence","27.00","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|DK1","Without Sequence","35.94","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|DK1","Without Sequence","40.96","",""
