"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|DK1","Without Sequence","10.20","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|DK1","Without Sequence","10.20","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|DK1","Without Sequence","10.20","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|DK1","Without Sequence","8.00","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|DK1","Without Sequence","8.00","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|DK1","Without Sequence","8.00","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|DK1","Without Sequence","8.00","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|DK1","Without Sequence","6.73","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|DK1","Without Sequence","6.73","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|DK1","Without Sequence","6.73","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|DK1","Without Sequence","6.73","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|DK1","Without Sequence","10.05","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|DK1","Without Sequence","10.05","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|DK1","Without Sequence","10.05","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|DK1","Without Sequence","10.05","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|DK1","Without Sequence","7.01","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|DK1","Without Sequence","7.01","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|DK1","Without Sequence","7.01","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|DK1","Without Sequence","7.01","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|DK1","Without Sequence","2.83","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|DK1","Without Sequence","2.83","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|DK1","Without Sequence","2.83","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|DK1","Without Sequence","2.83","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|DK1","Without Sequence","2.70","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|DK1","Without Sequence","2.70","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|DK1","Without Sequence","2.70","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|DK1","Without Sequence","2.70","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|DK1","Without Sequence","3.57","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|DK1","Without Sequence","3.57","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|DK1","Without Sequence","3.57","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|DK1","Without Sequence","3.57","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|DK1","Without Sequence","7.02","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|DK1","Without Sequence","7.02","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|DK1","Without Sequence","7.02","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|DK1","Without Sequence","7.02","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|DK1","Without Sequence","12.75","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|DK1","Without Sequence","12.75","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|DK1","Without Sequence","12.75","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|DK1","Without Sequence","12.75","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|DK1","Without Sequence","30.07","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|DK1","Without Sequence","30.07","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|DK1","Without Sequence","30.07","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|DK1","Without Sequence","30.07","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|DK1","Without Sequence","67.13","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|DK1","Without Sequence","67.13","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|DK1","Without Sequence","67.13","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|DK1","Without Sequence","67.13","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|DK1","Without Sequence","98.83","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|DK1","Without Sequence","98.83","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|DK1","Without Sequence","98.83","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|DK1","Without Sequence","98.83","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|DK1","Without Sequence","121.53","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|DK1","Without Sequence","121.53","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|DK1","Without Sequence","121.53","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|DK1","Without Sequence","121.53","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|DK1","Without Sequence","127.23","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|DK1","Without Sequence","127.23","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|DK1","Without Sequence","127.23","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|DK1","Without Sequence","127.23","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|DK1","Without Sequence","124.53","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|DK1","Without Sequence","124.53","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|DK1","Without Sequence","124.53","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|DK1","Without Sequence","124.53","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|DK1","Without Sequence","111.58","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|DK1","Without Sequence","111.58","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|DK1","Without Sequence","111.58","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|DK1","Without Sequence","111.58","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|DK1","Without Sequence","100.40","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|DK1","Without Sequence","100.40","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|DK1","Without Sequence","100.40","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|DK1","Without Sequence","100.40","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|DK1","Without Sequence","105.10","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|DK1","Without Sequence","105.10","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|DK1","Without Sequence","105.10","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|DK1","Without Sequence","105.10","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|DK1","Without Sequence","111.21","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|DK1","Without Sequence","111.21","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|DK1","Without Sequence","111.21","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|DK1","Without Sequence","111.21","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|DK1","Without Sequence","126.18","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|DK1","Without Sequence","126.18","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|DK1","Without Sequence","126.18","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|DK1","Without Sequence","126.18","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|DK1","Without Sequence","135.26","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|DK1","Without Sequence","135.26","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|DK1","Without Sequence","135.26","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|DK1","Without Sequence","135.26","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|DK1","Without Sequence","149.73","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|DK1","Without Sequence","149.73","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|DK1","Without Sequence","149.73","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|DK1","Without Sequence","149.73","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|DK1","Without Sequence","145.27","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|DK1","Without Sequence","145.27","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|DK1","Without Sequence","145.27","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|DK1","Without Sequence","145.27","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|DK1","Without Sequence","107.37","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|DK1","Without Sequence","107.37","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|DK1","Without Sequence","107.37","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|DK1","Without Sequence","107.37","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|DK1","Without Sequence","102.60","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|DK1","Without Sequence","102.60","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|DK1","Without Sequence","102.60","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|DK1","Without Sequence","102.60","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|DK1","Without Sequence","77.94","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|DK1","Without Sequence","77.94","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|DK1","Without Sequence","77.94","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|DK1","Without Sequence","77.94","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|DK1","Without Sequence","65.66","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|DK1","Without Sequence","65.66","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|DK1","Without Sequence","65.66","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|DK1","Without Sequence","65.66","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|DK1","Without Sequence","49.77","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|DK1","Without Sequence","49.77","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|DK1","Without Sequence","49.77","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|DK1","Without Sequence","49.77","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|DK1","Without Sequence","42.69","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|DK1","Without Sequence","42.69","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|DK1","Without Sequence","42.69","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|DK1","Without Sequence","42.69","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|DK1","Without Sequence","38.13","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|DK1","Without Sequence","38.13","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|DK1","Without Sequence","38.13","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|DK1","Without Sequence","38.13","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|DK1","Without Sequence","35.21","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|DK1","Without Sequence","35.21","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|DK1","Without Sequence","35.21","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|DK1","Without Sequence","35.21","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|DK1","Without Sequence","33.43","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|DK1","Without Sequence","33.43","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|DK1","Without Sequence","33.43","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|DK1","Without Sequence","33.43","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|DK1","Without Sequence","28.73","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|DK1","Without Sequence","28.73","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|DK1","Without Sequence","28.73","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|DK1","Without Sequence","28.73","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|DK1","Without Sequence","31.28","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|DK1","Without Sequence","31.28","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|DK1","Without Sequence","31.28","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|DK1","Without Sequence","31.28","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|DK1","Without Sequence","38.44","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|DK1","Without Sequence","38.44","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|DK1","Without Sequence","38.44","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|DK1","Without Sequence","38.44","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|DK1","Without Sequence","52.12","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|DK1","Without Sequence","52.12","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|DK1","Without Sequence","52.12","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|DK1","Without Sequence","52.12","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|DK1","Without Sequence","80.28","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|DK1","Without Sequence","80.28","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|DK1","Without Sequence","80.28","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|DK1","Without Sequence","80.28","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|DK1","Without Sequence","75.01","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|DK1","Without Sequence","75.01","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|DK1","Without Sequence","75.01","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|DK1","Without Sequence","75.01","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|DK1","Without Sequence","75.43","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|DK1","Without Sequence","75.43","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|DK1","Without Sequence","75.43","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|DK1","Without Sequence","75.43","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|DK1","Without Sequence","62.36","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|DK1","Without Sequence","62.36","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|DK1","Without Sequence","62.36","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|DK1","Without Sequence","62.36","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|DK1","Without Sequence","53.89","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|DK1","Without Sequence","53.89","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|DK1","Without Sequence","53.89","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|DK1","Without Sequence","53.89","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|DK1","Without Sequence","52.39","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|DK1","Without Sequence","52.39","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|DK1","Without Sequence","52.39","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|DK1","Without Sequence","52.39","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|DK1","Without Sequence","53.65","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|DK1","Without Sequence","53.65","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|DK1","Without Sequence","53.65","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|DK1","Without Sequence","53.65","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|DK1","Without Sequence","72.38","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|DK1","Without Sequence","72.38","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|DK1","Without Sequence","72.38","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|DK1","Without Sequence","72.38","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|DK1","Without Sequence","100.31","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|DK1","Without Sequence","100.31","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|DK1","Without Sequence","100.31","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|DK1","Without Sequence","100.31","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|DK1","Without Sequence","105.43","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|DK1","Without Sequence","105.43","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|DK1","Without Sequence","105.43","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|DK1","Without Sequence","105.43","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|DK1","Without Sequence","108.09","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|DK1","Without Sequence","108.09","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|DK1","Without Sequence","108.09","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|DK1","Without Sequence","108.09","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|DK1","Without Sequence","100.36","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|DK1","Without Sequence","100.36","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|DK1","Without Sequence","100.36","",""
